age,country,director,film_length,img,language,score,screenwriter,summary,title,to_star,type
2020-04-24,美国,山姆·哈格雷夫,116,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2593425210.jpg,英语 / 印地语 / 孟加拉语,7.1,乔·罗素/安德·帕克斯/安东尼·罗素/Fernando León González,泰勒·雷克（克里斯·海姆斯沃斯饰）是一名无所畏惧的黑市雇佣兵，一无所有的他奉命营救入狱的黑帮大佬被绑架的儿子。但是在充斥着武器交易商和毒贩的阴暗地下世界中，本就致命的任务更是难以完成，并彻底地改变了雷克和男孩的命运。,惊天营救 Extraction,克里斯·海姆斯沃斯/大卫·哈伯/格什菲·法拉哈尼,动作/惊悚/犯罪
114分钟,日本,福田雄一,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2595471914.jpg,日语,8.1,福田雄一/西森博之,三桥贵志以转校为契机，决定在新学校“嚣张”一把，从此做个不良少年。为了能在同学中获得存在感，他还特地去发廊弄了一头金色卷发。而和他转到同一所学校的伊藤也有同样的想法。在开学第一天，伊藤和三桥就发现了彼此的秘密，也因此结成盟友。三桥的信条是“无论用多么卑鄙的手段，只要能赢就行”，所以，在和别人打架的时候只要能玩阴的就绝对不正面对抗，但他真正的实力也不容小觑。伊藤为人处世相对正经，有时候甚至会慢半拍，也因此常常被三桥利用且被蒙在鼓里，而在打架方面，他战斗力超群，有着不服输的信念。两个人一起挑战校内校外的不良少年，引发了一连串爆笑事件。,我是大哥大 电影版 今日から俺は！！劇場版,贺来贤人/伊藤健太郎/清野菜名,喜剧
上映日期:,美国,阎羽茜,片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575974437.jpg,英语,5.7,克里斯蒂娜·霍德森/查克·狄克逊/乔丹·B·戈芬克尔/格雷格·兰德,你听过一个有关警察、歌手、神经病和黑手党公主的故事吗？《猛禽小队和哈莉·奎茵》是一个只有哈莉·奎茵本人才能讲出来的超乎寻常的奇妙传奇。哥谭市最为凶残自大的恶棍罗曼·赛恩尼斯和他狂热的手下萨斯为了寻找一个年轻女孩卡斯，将这座城市翻了个底朝天。哈莉、女猎手、黑金丝雀和蕾妮·蒙托亚不期而遇，看似违和的四人组不得不团结一致、携手作战，才有可能打败罗曼。,猛禽小队和哈莉·奎茵 Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,玛格特·罗比/玛丽·伊丽莎白·温斯特德/罗茜·佩雷兹,动作/犯罪/冒险
片长:,中国台湾,廖明毅,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2613241995.jpg,汉语普通话,7.1,廖明毅,"两个怪胎相遇之后

　　彼此的怪，不再奇怪

　　亚洲首部iPhone拍摄剧情长片

　　在爱情的世界裡，我们是彼此的怪胎。

　　陈柏青是一名严重神经性强迫症患者，有非常严重的洁癖。每月的15号是柏青唯一一天出门採买的日子，就在某个命运的15号，他遇见了与他「同病相怜」的另一个怪胎—陈静。

　　原本以为自己要永远孤单活在这世界上的两人，老天爷让他们相遇，发展出一尘不染的爱情，彷彿拥有了彼此就不再害怕被世界遗弃。然而这段看似命中注定的关係，却在柏青的强迫症突然消失后，渐渐的变了调…爱情的承诺，真的能永保新鲜吗？",怪胎,林柏宏/谢欣颖/张少怀,剧情
2020-01-30,俄罗斯,尼基塔·阿格诺夫,111,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581658698.jpg,俄语,6.3,尼基塔·阿格诺夫/提莫非·邓肯/阿莱克西·克莱福科维奇,在一场巨大而神秘的事故之后，一位年轻有才华的建筑师在一个与现实世界相似的奇异世界里苏醒，这个世界建立在这里人民的记忆之上，而这些人则处于深度昏迷之中。由于这些人的记忆力参差不齐、混乱、不稳定，导致奇怪的记忆和回忆——城市、冰川、河流可以共存在一个房间里，所有的物理定律都可以被打破，建筑师必须找到他们昏迷的具体规律，才能找到通往现实世界的出口。就在他与命运抗争的同时遇到了真爱，而经历此次昏迷之后，他发现自己不得不重新认识这个世界……,异界 Кома,林奈·穆罕默托夫/柳波芙·阿克肖诺娃/安东·庞布施尼,动作/科幻/冒险
片长:,美国,马克·托德莱,又,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2621805920.jpg,英语,6.0,科特·维莫,Marquis（欧玛瑞·哈德威克饰）带着家人飞往偏远的阿帕拉契参加父亲的丧礼，不料途中一场暴风雨使得飞机失控。Marquis醒来时受了伤，自己一人困在Ms.Eloise（洛雷塔·迪瓦恩饰）的阁楼里。Ms.Eloise说自己用了Marquis的血和皮肤制作了巫毒Boogity，并将使用Boogity帮他治疗痊愈。求救无门的Marquis只能想尽办法以智取胜，试图下个月圆之夜之前逃离Ms.Eloise的巫术并拯救自己的家人免于这场邪恶的祭典。,索命咒 Spell,欧玛瑞·哈德威克/洛雷塔·迪瓦恩/洛林·布伦斯,惊悚/恐怖
片长:,印度,Anas Khan,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2613063433.jpg,马拉雅拉姆语,6.7,托维诺·托马斯/Mamta Mohandas/Reba Monica John/Srikant Murali/Saiju Kurup/Prathap Pothen/Anwar Shereef/Renji Panicker/Rony David/Ramu/Dhanesh Anand,一对经历丰富的警察搭档争分夺秒地从过去和假线索中寻找蛛丝马迹，以抓获一个以小女孩为犯罪对象的神秘连环杀手。,法医追凶 Forensic,托维诺·托马斯/Mamta Mohandas/Reba Monica John,悬疑/惊悚/犯罪
2019-12-18,美国,J·J·艾布拉姆斯,片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575456458.jpg,英语,6.3,J·J·艾布拉姆斯/克里斯·特里奥/乔治·卢卡斯/科林·特雷沃罗/德里克·康纳利,本片为2017年电影《星球大战：最后的绝地武士》的续集，“星球大战后传三部曲”的第三部作品，同时是“天行者传奇”的第九部作品以及最终章。在卢克·天行者化为绝地英灵的一年后，残存的抵抗势力将再次面对第一秩序。同时，绝地和西斯之间的大战将天行者的传奇带到最后。,星球大战9：天行者崛起 Star Wars: The Rise of Skywalker,黛西·雷德利/亚当·德赖弗/奥斯卡·伊萨克,动作/科幻/冒险
2020-09-18,美国,Will Wernick,92,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2617238268.jpg,英语 / 俄语 Russian,5.8,Will Wernick,一个社交媒体人物与他的朋友一起前往莫斯科，以获取他成功的VLOG的新内容。他们总是不断挑战极限，迎合不断增长的受众，他们进入了一个充满神秘，过度和危险的寒冷世界。当现实生活与社交媒体之间的界线变得模糊时，该组织必须为逃避和生存而战。,极限网红 Follow Me,罗南·鲁宾斯坦/霍兰·罗登/丹泽尔·惠特克,惊悚/恐怖
2020-03-06,日本,若松节朗,122分钟(日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2578338706.jpg,日语,5.8,前川洋一/门田隆将,"《深夜食堂2》的佐藤浩市和《犬之岛》的渡边谦确定加盟福岛核电站灾难主题新片《福岛50死士》。

　　据悉，本片将围绕冒着生命危险留在核电站的最前线工作人员展开，他们中包括值班主管Isaki和工地主任Yoshida。媒体后来以“福岛50死士”来称呼这批勇士。

　　本片目前还未定档，更多信息静待官宣。",福岛50死士 フクシマフィフティ,佐藤浩市/渡边谦/吉冈秀隆,剧情/灾难
片长:,美国,理查德·塔恩,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615960204.jpg,英语,6.4,理查德·塔恩/克里斯塔尔·萨瑟兰,据称将聚焦一段更加暗黑、疼痛、现实的校园爱情：一个神秘的女孩新进入一所学校，她喜欢穿松垮的衣服，走路一瘸一拐。女孩加入了校报编辑部，让一个同事男孩无法忘怀。当他慢慢接近她，将学习到自己从未想象过的初恋、心碎、失去。,化学心脏 Chemical Hearts,丽丽·莱因哈特/奥斯汀·艾布拉姆斯/莎拉·琼斯,剧情/爱情
2020-09-03,中国大陆,周润泽,84,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2617291342.jpg,汉语普通话,5.3,朱子奇/周润泽,上世纪80年代初的东北，爱慕同事周萌的工人刘海柱因帮扶弱者，爱打抱不平，招惹上了不良分子并给自己的家人朋友带来危险。在经历被坏人打伤，被工厂开除等人生打击低谷后，刘海柱更面临危及生命的挑战。但此时，这个神奇的男人竟然还能重新站起来，面对一个个惊天的挑战，令世人震惊的完成着属于他的精彩传奇。,东北往事：我叫刘海柱,许君聪/刘奔/龚小钧,剧情/喜剧/动作
124分钟,意大利 / 法国 / 英国,马提欧·加洛尼,IMDb链,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574653120.jpg,意大利语,6.7,卡洛·科洛迪/马提欧·加洛尼/马西莫·切可里尼,意大利真人版《匹诺曹》，故事围绕一个老木匠与他雕刻的小木偶匹诺曹展开。,匹诺曹 Pinocchio,费德里科·伊帕迪/罗伯托·贝尼尼/罗科·帕帕莱奥,奇幻
2020-03-28,中国大陆,胡一泊,88,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2591947273.jpg,汉语普通话,7.1,胡一泊/叶子源,在全宇宙可以自由通航的未来，在木星举办的竞技真人秀风暴法米拉大赛风靡太阳系，而这一届的冠军之争将在麦当与极光之间展开。,星游记之风暴法米拉2,陶典/山新/小连杀,动画/奇幻/冒险
100分钟,英国,迪恩·克雷格,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2593716669.jpg,英语,5.5,迪恩·克雷格/Francis Nief/Christelle Raynal,同一场婚礼竟然出现两个版本。山姆·克拉弗林饰演的杰克身为新娘的哥哥，得轮番应付火大的前女友（芙蕾达·苹托饰），一位怀有秘密的不速之客，一颗被乱放的安眠镇静剂，以及当年追不到的梦中情人（奥莉维亚·玛恩饰）。一场婚礼，两样结局。,爱，婚礼，重演 Love Wedding Repeat,山姆·克拉弗林/奥立薇娅·玛恩/埃莉诺·汤姆林森,喜剧
片长:,日本,市野龍一,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2579798643.jpg,日语,6.5,井上祐贵/諒太郎/吉永亚由里/七濑公/新山千春/平田雄也/小池亮介/滨田龙臣/石黑英雄/高桥健介/宇治清高/根岸拓哉/石丸博也,作为民间警备组织E.G.I.S.的一员工作的工藤优信，有着变身为泰迦，泰塔斯，风马这个3人的奥特曼的能力。经过与无数敌人的战斗，优信和泰迦之间的羁绊更加深厚。但是，他们现在却被什么人瞄准了。知道这件事后，新生代的奥特曼们为了拯救他们，陆续集结。小光、翔、大地、凯、小陆、勇海、活海都来了。并且，泰迦的父亲，泰罗也来到了地球。但是，泰罗却猛烈地袭击了儿子泰迦。泰罗到底怎么了？泰迦能和父亲战斗吗！？现在，新生代正面临着巨大的黑暗力量！,泰迦奥特曼剧场版：新生代之巅 劇場版 ウルトラマンタイガ ニュージェネクライマックス,井上祐贵/諒太郎/吉永亚由里,科幻/冒险
片长:,印度,莫希特·苏里,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2581585122.jpg,印地语,7.1,Aseem Arora/Aniruddha Guha/莫希特·苏里,一次警方行动导致他与爱人分离，多年后，这个愤怒的年轻男子大开杀戒，而一名跟他一样满腹仇恨的警察对他穷追不舍。,疯狂流浪者 Malang,阿迪亚·罗伊·卡普尔/亚尼·卡普/迪莎·帕塔尼,动作/犯罪
片长:,日本,杉原輝昭,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2599635057.jpg,日语,7.3,高桥悠也,"2019年，世界被人工智能Humagear统治，身处不同世界的假面骑士ZERO-ONE和假面骑士ZI-O奇迹般地相遇。虽然二人都是为了拯救世界，但等待着他们的究竟是携手还是对立？

　　父亲的梦想、儿子的梦想、各自的想法互相碰撞时，到底会面临怎样的未来…！？",假面骑士令和初代 仮面ライダー 令和 ザ・ファースト・ジェネレーション,高桥文哉/奥野壮/鹤岛乃爱,动画/奇幻
片长:,泰国,撒切普·苏法斯里,又,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578940720.jpg,泰语,7.3,阿皮切特·坎普/凯特·松桑南,韩国CJ娱乐宣布将翻拍旗下经典爱情片[假如爱有天意]，制作成泰国版！泰版命名为[爱情自有天意](ClassicAgain，暂译)，将是新人导演ThatchaphongSuphasri的导演处女作，提迪蓬·德查阿派坤、RanchraweeUakoolwarawat主演。影片将于今年晚些时候发行。,假如爱有天意 Classic Again จดหมาย สายฝน ร่มวิเศษ,提迪蓬·德查阿派坤/兰奇拉薇·昂库瓦拉沃特/Sutthirak Subvijitra,剧情/爱情
片长:,立陶宛,Romas Zabarauskas,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2623446913.jpg,英语 / 立陶宛语 / 俄语,6.1,Romas Zabarauskas,影片讲述两个男人之间复杂的情感故事，gay社团律师马吕斯(EimutisKvosciauskas饰)的生活一直在流逝，他整日都在与朋友玩乐、追逐年轻的恋人。而当马吕斯疏远已久的父亲去世。马吕斯发现他与一名困在塞尔维亚贝尔格莱德的叙利亚难民、性工作者阿里(DoğaçYıldız饰)有着意想不到的联系，哀悼也悄然间转变为了爱情。,律师 Advokatas,Eimutis Kvosciauskas/杜嘉克·伊迪兹/达里娅·叶卡马索娃,剧情/同性
片长:,中国大陆,裘仲维,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2609410523.jpg,汉语普通话,5.3,焦裕峰,"故事发生在清河聂氏处理其祖传刀墓事件时期。聂明玦带领聂怀桑为百姓安康，将古墓恢复原状，确保聂氏安稳。

　　这使得聂怀桑从顽皮弟子的心态变得愈加成熟，聂明玦也从中更了解弟弟，帮助他成长为下一代宗主。",陈情令之乱魄,纪李/王翌舟/朱赞锦,奇幻/古装
上映日期:,美国,沃尔特·道恩,2020-04-10(美,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2616436093.jpg,英语,6.4,乔纳森·阿贝尔/格伦·伯杰/玛雅·福布斯/华莱士·沃洛达斯基/Elizabeth Tippet/托马斯·丹姆,"讲述Poppy和Branch有了一个惊人的发现——除了他们之外，还有其他的魔发精灵世界，各部落的明显差异导致了巨大的冲突。当一种神秘的邪恶力量让所有的精灵世界都面临危险时，Poppy和Branch以及朋友们将踏上一段史诗般的探寻旅程，在长期不和的各精灵族群中创造和谐氛围，让大家团结起来对抗某种厄运。

　　这部片的音乐风格将更加多样化，流行音乐、乡村音乐、嘻哈音乐、硬摇滚、骤停打击乐、电子舞曲等都有。",魔发精灵2 Trolls World Tour,安娜·肯德里克/贾斯汀·汀布莱克/蕾切尔·布鲁姆,动画/歌舞/奇幻/冒险
89分钟,韩国,Byoung-Wook Ahn,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615224475.jpg,英语,7.4,洪范基/Kang Shi Hyun/Eddy Lee,在这部热门剧集的电影版续集中，查克回到城市，向一名记者讲述他与古怪的臭屁虫朋友小红和小黄在岛屿上的生活。,爆笑虫子之冒险岛大电影 The Larva Island Movie,洪范基/Kang Shi Hyun/Eddy Lee,喜剧/动画
94分钟,西班牙,卡洛斯·托拉斯,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2615570169.jpg,西班牙语,5.8,卡洛斯·托拉斯/埃克托·埃尔南德斯·比森斯/大卫·德索拉,安吉尔在救护车服务部门工作在一场悲剧性的事故后，他的个人生活开始恶化，他变得越来越怀疑他的伴侣文。,护理师 El practicante,马里奥·卡萨斯/黛博拉·弗朗索瓦/吉列尔莫·普宁,惊悚
2020-02-21,美国,威廉·布伦特·贝尔,86,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574072598.jpg,英语,5.0,史黛西·马妮尔,"UnawareoftheterrifyinghistoryofHeelshireMansion,ayoungfamilymovesintoaguesthouseontheestatewheretheiryoungsonsoonmakesanunsettlingnewfriend,aneerilylife-likedollhecallsBrahms.KatieHolmesstarsinSTXfilmsandLakeshoreEntertainment’s,BRAHMS:THEBOYII,alongsideChristopherConvery(“Gotham”),OwainYeoman(TheBelkoExperience)andRalph...",灵偶契约2 Brahms: The Boy II,凯蒂·霍尔姆斯/欧文·约曼/克里斯托弗·康夫瑞,悬疑/惊悚/恐怖
2020-02-01,中国大陆 / 中国香港,谷垣健治,97,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2580345427.jpg,粤语 / 汉语普通话 / 日语,4.8,王晶/吕冠南/陈健鸿,香港警察朱福龙（甄子丹饰）因一次工作失误惨被降级，万般无奈之际又遭未婚妻可儿（周励淇饰）悔婚，事业爱情的双重打击令他一蹶不振，暴饮暴食六个月后体重猛增到220磅！上司黄警官不忍其继续堕落，委派朱福龙前往日本押送一名犯人，并承诺只要完成任务就可以为他恢复职位。可惜来到日本，倒霉的事件便接连在他身上发生，不仅财物尽失，连犯人也在押送途中逃脱了。幸好得到前香港警察潇洒哥（王晶饰）的帮助才得以暂时解困，为了完成任务找回犯人，朱福龙与潇洒哥共同行动，不料在查找真相的过程中发现了日本黑帮的惊天阴谋......,肥龙过江 肥龍過江,甄子丹/毛舜筠/周励淇,喜剧/动作
2019-07(FI,中国大陆,郑雷,102,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2612481747.jpg,汉语普通话,6.7,郑雷,杜燕在车祸中失去了年幼的儿子，万念俱灰的她住在自家经济不景气的森林会所，失去了生活的动力。丈夫白岭的贴心关怀，反倒平添她的伤感。一个清晨，巡视森林的她遇到了另一个“自己”，跟随着那个人，她来到了一个平行世界的进出口并踏过了那扇门，而这也是一场噩梦的开始。在不同的空间里，她遇到了性格完全不同的丈夫、哥哥，而且每个空间的现实都不尽相同，同时，她也遭遇到了各种危险，并差点丧命。最终她得出结论，要杀掉某个空间的自己取而代之，才可以平息这一切。可善良的她终究难以下手，渐渐的，她成了游荡在平行空间中的鬼魂一样的存在，直到不经意间，她回到了看似自己原来空间的地方，而这一场梦境，似乎还未结束。,平行森林,唐小然/赵小东/刘蔚森,科幻/悬疑
上映日期:,美国,彼得·博格,片,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2581570053.jpg,英语,5.8,布莱恩·海尔格兰德/肖恩·欧奇夫/罗伯特·B·帕克/艾斯·阿特金斯,"这是沃尔伯格和导演彼得·博格自《孤独的幸存者》《恐袭波士顿》《深海浩劫》《22英里》后第五度，合作基于罗伯特·B·派克所著同名小说，派克死后由AceAtkins接手创作，也是以男主角Spenser为中心的八本系列悬疑小说中的一本。Netflix已经和派克遗产方面达成协议，基于Spenser这一角色打造一系列电影。

　　本片将有别于小说，小说讲述Spenser从一个满嘴俏皮话的拳击手变为波士顿的一名私家侦探，电影从Spenser出狱开始讲起，他被剥夺了私人侦探执照，当他揭露了一个耸人听闻的谋杀案和背后阴谋的真相时，他又被拉回了波士顿的黑暗犯罪世界中。尼尔·莫瑞兹(《速度与激情》系列《越狱》)制片，SeanO’Keefe编写剧本。",斯宾塞的机密任务 Spenser Confidential,马克·沃尔伯格/艾伦·阿金/考林·加普,剧情/悬疑/惊悚/犯罪
片长:,英国 / 爱尔兰 / 加拿大 / 美国,弗洛莉娅·塞吉斯蒙迪,又,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2583506590.jpg,英语,4.5,凯利·海斯/查德·海斯/亨利·詹姆斯,改编自亨利·詹姆斯小说《螺丝在拧紧》（TheTurnoftheScrew），一位男子雇用了一名年轻女家庭教师，来照顾一对骤失双亲的侄儿和侄女，而她发现孤儿的家闹鬼。,拧紧 The Turning,麦肯兹·戴维斯/菲恩·伍法德/布鲁克琳·普林斯,剧情/恐怖
2020-05-29,美国,尼萨·加纳特,IMDb链,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2601496681.jpg,英语,6.7,Flora Greeson,达科塔·约翰逊(《五十度灰》)和特雷西·埃利斯·罗斯(《喜新不厌旧》)主演的音乐剧情片《高调》发布预告，天后歌手和她的私人助理的故事。天后看似高傲没心没肺，实则对自己40岁后的发展而倍感压力，想寻求艺术上的突破；助理很感激能跟对方合作，但苦于自己碌碌无为只能做杂事，想施展音乐制作方面的才华。此时，可能同时改变两人人生的机会来了：天后将发行下一张专辑，她打破陈规，邀请自荐的助理来担任新专制作人。她们能成功吗？,高调 The High Note,达科塔·约翰逊/特雷西·埃利斯·罗斯/小凯文·哈里森,剧情/爱情/音乐
104分钟,西班牙,Albert Pintó,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2568865344.jpg,西班牙语,5.7,拉蒙·坎波斯/盖马·R·内拉/Salvador S. Molina/David Orea,故事讲述70年代的马德里，马诺洛和坎德拉带着三个孩子和祖父费尔明定居在马拉萨尼亚的马德里附近。这一举动意味着他们抛弃过去以及在城镇中的生活。马德里是一个全面过渡的大城市，也是正在寻找的繁荣的好地方。但是，奥尔梅多一家人不知道的是，他们买的房子将成为他们最糟糕的噩梦。,马拉萨尼亚32号鬼宅 Malasaña 32,贝戈尼亚·瓦加斯/Iván Marcos/比雅·塞古拉,恐怖
2020-10-02,美国,布瑞亚·格兰特,86,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2617928843.jpg,英语,5.3,布瑞亚·格兰特,"It's1998andoverthecourseofone12HourShiftatanArkansasHospital,AJunkieNurse(AngelaBettis),HerSchemingCousin(ChloeFarnworth)andagroupofblackmarketOrgan-Tradingcriminals(MickFoley,DavidArquette,DustyWarren)startaheistthatcouldleadtoalloftheirdemise.",轮班12小时 12 Hour Shift,安吉拉·贝蒂斯/大卫·阿奎特/Chloe Farnworth,喜剧/惊悚
2020-09-08,美国,克里斯·帕尔默,86,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618259030.jpg,英语,6.1,蒂姆·谢里丹,讲述一个年轻的克拉克·肯特在超人生涯早期的故事。关于这部电影的更多细节没有透露。,超人：明日之子 Superman: Man of Tomorrow,达伦·克里斯/扎克瑞·昆图/艾克·阿玛迪,动作/动画
2020-03-06,日本,木村尚,114,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2577799411.jpg,日语,6.2,知念实希人/木村尚,本片改编自推理小说家知念实希人的同名小说，背景设定在被铁栅栏封闭的原精神科医院，讲述在监狱里发生了监禁64名身份不明的住院患者和职员的事件，被牵连的速水(坂口饰)在医院内接连遇到不可思议的事情，并试图逃出的故事。,假面病房 仮面病棟,坂口健太郎/永野芽郁/内田理央,剧情/悬疑
2020-01-25,美国,约瑟芬·戴克,片,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2602031362.jpg,英语,6.2,萨拉·歌宾斯/苏珊·斯卡夫·梅雷尔,影片改编自苏珊·斯卡夫·梅瑞尔小说，背景设置在上世纪60年代，讲述了一对年轻夫妇(勒曼、杨饰)搬去与美国哥特惊悚小说家雪莉·杰克逊(莫斯饰)及其丈夫(斯图巴饰)同住，他们因此卷入一场心理惊悚事件，而这也为杰克逊的下一部小说提供了素材。,雪莉 Shirley,伊丽莎白·莫斯/罗根·勒曼/迈克尔·斯图巴,剧情/惊悚/传记
片长:,日本,萩原健太郎,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570983662.jpg,日语,6.8,大岛里美,不擅长与人交往的大学生飒太捡到一盒磁带，它属于一年前死去的乐队主唱Aki，自此磁带播放的30分钟内，Aki可以和飒太共用一个身体。Aki利用这个机会，试图重新组建自己曾经被迫解散的乐队ECHOLL。飒太也逐渐被性格乐观的Aki所影响，在和同伴们的合奏中感到快乐。飒太与Aki谋划着制作出最棒的曲子，来吸引Aki曾经的乐队伙伴兼恋人Kana再次加入乐队。飒太逐渐对Kana心生好感，Kana也慢慢打开心扉。可因为某个契机，Kana开始怀疑飒太是不是就是Aki，而飒太和Aki共用身体的时间也开始渐渐变短。,告别前的30分钟 サヨナラまでの30分,新田真剑佑/北村匠海/久保田纱友,剧情
片长:,中国大陆,侯国涛,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571448144.jpg,汉语普通话,5.6,梁杰理/吕晨悦/王俐丹,讲述一终日与大猩猩为伴的太行山上野人“山魁”，霸踞山林，人莫详知。偶然救下被仇人追杀误闯山林的小女孩“箜儿”。一场古代武侠族群间的争霸暗战也就此撕裂。人类野性中的“抵抗”，与山林野兽的“温情”，层叠出跨越血肉的救赎之勇。,野王,梁杰理/吕晨悦/王俐丹,喜剧/冒险/古装
2020-01-28,美国,莉兹·加伯斯,片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581064917.jpg,英语,6.3,迈克尔·韦/Robert Kolker,艾米·莱安(《失踪宝贝》《火线》)将替代莎拉·保罗森主演犯罪新片《失足少女》(LostGirls)，该项目也从亚马逊转移到了Netflix。奥斯卡提名纪录片导演、制片人莉兹·加博斯(《发生了什么，西蒙妮小姐？》)首次执导剧情长片，MichaelWerwie(《极端邪恶》)编写剧本，讲述真实犯罪故事：MariGilbert无情地驱使执法人员寻找她失踪的女儿，在此过程中，揭露了一波又一波年轻的女性工作者被谋杀在长岛南岸堰洲岛的未被解决的案件。,失踪女孩 Lost Girls,托马辛·麦肯齐/艾米·莱安/迪恩·文特斯,剧情/悬疑/惊悚
片长:,法国,露西·波尔图,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571391659.jpg,法语,6.4,露西·波尔图/杰瑞米·埃尔卡伊姆/莱拉·斯利马尼,"改编自蕾拉·斯利玛尼同名小说《温柔之歌》。

　　米莉亚姆生育两个孩子之后，再也无法忍受平庸而琐碎的家庭主妇生活，她和丈夫保罗决定雇佣一个保姆，路易丝就这样进入了他们的生活。路易丝无所不能、近乎完美，米莉亚姆夫妇总是骄傲地向别人介绍：“我家的保姆是个仙女。”随着相互依赖的加深，隔阂与悲剧也在缓缓发酵。",温柔之歌 Chanson douce,嘉莲·维雅/莱拉·贝蒂/安托万·赖纳茨,剧情/犯罪
片长:,美国,迈克尔·肖沃特,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581065467.jpg,英语,5.9,阿隆·艾布拉姆斯/马丁·格罗/Brendan Gall,一对情侣（伊萨·雷和库梅尔·南贾尼饰）正在互诉衷肠，结果被无意中卷入了一场谋杀迷局。洗刷罪名的过程极端又滑稽，他们必须挺过这一夜，以保住两人的恋情和性命。,爱情鸟的自救 The Lovebirds,库梅尔·南贾尼/伊萨·雷/安娜·坎普,喜剧/犯罪
132分钟,加拿大 / 美国,梅丽娜·马苏卡斯,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572379837.jpg,英语,7.2,丽娜·维特/詹姆斯·弗雷,"丹尼尔·卡卢亚(《逃出绝命镇》《黑豹》)将主演环球新片《皇后与瘦子》(Queen&Slim)，已定档2019年11月27日北美上映，明年1月开拍。该片是一部复杂的剧情片，讲述一对黑人男女“皇后”和“瘦子”第一次约会，开车被警察叫停。之后的发展跟《逃出绝命镇》就不一样了：两人因自我防卫杀死了那名警察，随后没有自首，而是一起亡命天涯。希望藉由这个爱情故事探索美国的社会和政治。女主角皇后正在选演员，计划用新面孔。

　　《无为大师》《头号玩家》的丽娜·维斯编剧，她的《无为大师》导演搭档MelinaMatsoukas执导，这也是后者首次导演电影。剧本是基于《百万碎片》作者、争议作家詹姆斯·弗雷写的一版剧本进行改编，新电影公司Makeready注资。",皇后与瘦子 Queen & Slim,朱迪·特纳-史密斯/丹尼尔·卡卢亚/茵蒂娅·摩尔,剧情
2020-02-28,日本,诸田敏,64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566905271.jpg,日语,6.7,毛利亘宏,"2018年9月——平凡的高中生们正在为各自的前途奋战。

　　明光院景都正为了梦想的柔道金牌而努力，然而，他在比赛中受伤，从此再难踏上柔道选手之路。明光院心灰意冷之时，神秘的青年突然出现并拿出手表及驱动器……

　　此外，班级里也突然来了一位名为海东大树的转学生……

　　错综复杂的阴谋，层层交叠的陷阱。等待着明光院、庄吾还有月读的，究竟是什么样的未来?",假面骑士时王：盖茨王权 仮面ライダージオウ NEXT TIME ゲイツ、マジェスティ,押田岳/奥野壮/大幡诗绘理,动作/科幻/冒险
