company_industry,company_introduction,company_name,company_size,company_type,level,number_recruiters,position,salary,update_time,work_location
贸易/交通/运输/物流,中国兵器工业集团下属中国北方工业公司的全资子公司企业性质：国企,北方装备有限责任公司,100-499人,国企,高中,1,,3000-5000元 ,2020-10-21,石景山
广告/会展,技术开发，技术推广，技术转让，技术咨询，技术服务，计算机系统服务，基础软件服务，应用软件服务，软件开发，软件咨询，体育咨询，公共关系服务，工艺美术设计，电脑动画设计，企业策划，设计，制作，代理，发布广告，市场调查，企业管理，企业管理咨询，组织文化艺术交流活动（不含营业性演出）文艺创作，承办展览展示活动，会议服务，影视策划，（企业依法自主选择经营项目，开展经营活动，依法须经批准的项目，经相关部门批准...,北京轻曼网络科技有限公司,20-99人,http://www.qingmanit.com,不限,20,,面议 ,2020-10-21,通州
生产/制造,我公司是一家集开发，生产，销售于一体的服装公司，成立于2009年。,北京温特质服装贸易有限公司,20-99人,民营,不限,1,招聘版师,面议 ,2020-10-21,朝阳
其它行业,北京海普智能科技有限公司属于一家民营人力资源服务有限公司，服务于全国各大、中、小企业！,北京海普智能科技有限公司,100-499人,民营,大专,5,高薪商务推广潍坊,5000-8000元 ,2020-10-22,潍城
媒体/影视/文化,北京天裁崛起文化传媒有限公司是一家互联网和移动互联网内容供应商，秉承“内容为王，精品制作”的理念，目前以策划、投资、拍摄、制作、宣发短视频、短剧、网大、网剧为主，正聚势崛起。,北京天裁崛起文化传媒有限公司,20人以下,民营,不限,2,,面议 ,2020-10-21,三河
媒体/影视/文化,我中心从事图书策划、编辑、组稿及出版业务，与多家出版社和出版商有长期稳定的合作。每年编辑出版社科、管理、励志、卫生、教育等上百个图书品种。中心的发展期待你的加盟。,中青少（北京）教育科技中心,20-99人,股份制企业,本科,6,急聘图书撰稿编辑,5000-8000元 ,2020-10-26,丰台
计算机/网络/通信,"北京沃行通科技有限公司,2020年06月12日成立，经营范围包括技术开发、技术咨询、技术交流、技术转让、技术推广、技术服务；软件咨询；软件开发；基础软件服务；应用软件服务；计算机系统服务；设计、制作、代理、发布广告；公共关系服务；会议服务；市场调查；企业管理咨询；文艺创作；企业策划、设计；销售工艺品、文化用品、服装、鞋帽、电子产品、日用品、自行开发的产品(不从事实体店铺经营）。（市场主体依法自主选...",北京沃行通科技有限公司,100-499人,http://www.wxt5g.cn/,,,,,,
,,,,,,,,,,
礼品/玩具/工艺美术/收藏品,天意文化是以文创输出、高端收藏、艺术体验为经营主体的大型企业集团。总部坐落于北京东区文化创意产业园区，拥有近万平米的独立艺术空间，内设文博IP文创馆、非遗艺术馆、国礼艺术馆、红色收藏馆、艺术品鉴定中心、艺术培训中心、艺术影院等多功能艺术体验机构。业务板块涵盖国礼艺术品、文创衍生品、红色经典收藏、古董鉴藏、高端艺术品定制等传统艺术品类，以及艺术设计陈列、艺术影音制作、文化游学、收藏鉴定、教育培训、趣...,北京天意博金科技发展有限公司,100-499人,http://www.cacca.cn,,,,,,
计算机/网络/通信,北京鼎艺华声科技有限公司成立于2019年，公司致力于为小、中、高学校提供高质量的美育教育整体解决方案，是新三板上市公司北京世纪明德教育科技有限公司资深合作伙伴；同时，深度挖掘线下精准用户资源，打造集升学指导、乐器推广销售、线上授课为一体的综合化线上专业资讯平台，帮助更多学生以及家长了解美育教育的实用性、可行性。以梦为马，不负韶华，现诚邀您加入我们，成为公司未来蓝图规划中的重要拼图。,北京鼎艺华声科技有限公司,20人以下,民营,本科,3,小程序运营编辑,5000-8000元 ,2020-12-02,丰台
建筑/装修,寻求安装工人....................................,北京恒宏科技有限公司,20人以下,民营,不限,10,货运司机月薪1万不是梦,12000-20000元 ,2020-12-02,昌平
酒店/餐饮,岗位职责:快餐制作（有培训）订餐、传菜、收拾餐厅任职资格:1年以上餐饮经验（快餐经验可加分）热爱餐饮行业，做事任劳任怨。聪明会沟通工作时间:每周休息1天。上班时间根据商场时间为准，暂定早10点-晚10点,北京周韩食铺餐饮有限公司,20人以下,民营,不限,4,餐厅服务员（含后厨和前厅...,5000-8000元 ,2020-12-10,海淀
酒店/餐饮,坐落于国贸地区，不论您是商务出差还是休闲旅游北京瀚金佰九号温泉国际酒店都是理想的下榻之处。酒店地理位置优越，距离南苑机场21km，距离北京火车站8km。离这最近的是四惠地铁站，距离仅1km。著名的景点朝阳公园和欢乐谷均在酒店附近，您可根据时间提前做好行程安排。,北京瀚金佰九号国际温泉酒店,500-999人,民营,高中,2,,8000-12000元 ,2020-12-02,朝阳
酒店/餐饮,烤全羊近几年盛行在老百姓生活中，仅北京地区从事烤全羊的公司有六十多家，真正做好，有口碑的寥寥无几。育龙庄园烤全羊在北京地区服务广大客户4年有余，深受大家喜爱。目前合作高端民宿、私人会所、高端轰趴馆700余家，未来3-5年围绕北京将开发8-10家分店。,中赛乐佳（北京）科技有限公司,20人以下,民营,,,,,,
物业管理/商业中心,"北京运程嘉景商务管理技术研究所,成立日期:2004年02月17日,创建于北京市,经营范围:技术开发、技术推广、技术转让、技术咨询；软件开发；承办展览展示；设计、制作、代理、发布广告；从事机动车公共停车场经营；物业管理；家庭劳务服务；销售机械设备、五金交电、日用品、文化用品、计算机、软件及辅助设备。",北京运程嘉景自动化停车技术有限公司,20-99人,民营,,,,,,
酒店/餐饮,中餐简餐连锁北京核心商圈积极向上踏实进取激励机制激励机制重视员工感受有爱心有善心爱家敬业爱家敬业家庭爱家敬业,北京海泽润餐饮管理有限公司,20人以下,民营,不限,4,普工/学徒工,3000-5000元 ,2020-12-11,朝阳
其它行业,长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人长期招聘改衣工人,北京木易皮具护理有限公司,20人以下,民营,不限,4,招聘改衣工人,面议 ,2020-12-04,朝阳
咨询/管理产业/法律/财会,技术开发，技术推广，技术转让，技术咨询，技术服务，健康管理，健康咨询，计算机系统服务,北京爽猫科技有限公司,20-99人,其他,不限,10,,3000-5000元 ,2020-12-03,丰台
教育/培训,文师教育，秉承聚精会神做教育，一心一意做服务的原则，为广大学员提供一站式服务和专业化的学历提升解决方案，是以学习者为中心面向个人及组织提供学习和教育服务的领航企业。,北京文师创达教育科技有限公司,20-99人,其他,大专,8,网络销售,8000-12000元 ,2020-12-04,大兴
超市/百货/零售,本公司代理销售五粮液、国窖，古井贡酒、董酒、泸州老窖，仝小锅等产品,北京佳合永成商贸有限公司,20人以下,民营,不限,10,,8000-12000元 ,2020-12-08,门头沟
贸易/交通/运输/物流,北京万方物流是一家承载京津冀重要物流车队，目前自有车队是200多台。有着物流运输丰富经验的车队。,北京万方货物运输有限公司,100-499人,民营,,,,,,
其它行业,北京世纪中彩视频技术有限公司，2011年成立，主要运营福彩网络视频业务。依托于控股公司（北京德法利投资有限公司）现成为全国唯一一家提供福彩网络视频项目的节目制作及终端产品的运营商，主要业务是为全国各省(市)福彩中心提供一站式福彩网络视频项目搭建及运营服务。本着提升品牌、提升销量、服务中心、服务业主、服务彩民、服务社会的宗旨，网络视频可协助中心实现投注站信息化管理，线上线下综合培训、市场营销宣传等...,北京世纪中彩视频传媒技术股份有限公司,500-999人,股份制企业,大专,24,市场管理员,5000-8000元 ,2020-12-04,海淀
酒店/餐饮,"雪蓓餐饮管理（北京）有限公司,成立日期:2018年06月29日,创建于北京市。公司在烘焙、冷饮、饮品行业创开拓新领域，以创新思路为发展根本、坚持客户为上，市场第一的原则，坚守诚信底线，务实探索。",雪蓓餐饮管理（北京）有限公司,20-99人,民营,,,,,,
媒体/影视/文化,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,河南沐莱文化传媒有限公司,20-99人,民营,不限,30,北京双子座国际会所,12000-20000元 ,2020-12-06,朝阳
保健按摩,100多平公司喜欢吃苦耐劳的，不喜欢公主病的，不想用长像去衡量别人,桥西区静芳保健按摩店,20人以下,民营,,,,,,
酒店/餐饮,是通过即时加工制作、商业销售和服务性劳动于一体，向消费者专门提供各种酒水、食品，消费场所和设施的食品生产经营行业。餐饮业是中国第三产业中一个传统服务性行业，经历了改革开放起步、数量型扩张,北京合和至餐饮有限公司,20-99人,民营,不限,15,家中工作当天结,面议 ,2020-12-11,北京
快速消费品(食品/饮料/烟酒/化妆品),负责长子营全镇及长子营开发区韵达快递业务.负责快件派送，揽收。,北京千和意超市,20人以下,民营,不限,3,,8000-12000元 ,2020-12-07,大兴
保健按摩,我们以倡导休闲放松、释放压力、缓解疲劳、消除病痛为服务理念，以享受“自然、和谐、轻松”的养生境界为服务目标，以科学、诚实、倡导健康养生创造一流团队服务为宗旨。,北京润禾到家健康管理服务有限公司,20人以下,民营,,,,,,
计算机/网络/通信,北京四谛科技有限公司聚焦产业互联网，旨在通过互联网基础设施逐步优化实体产业结构，实现产业降本增效。旗下录屋项目始于2017年，聚焦家装产业，通过联合装修公司、建材商户和家装监理搭建录屋家装产业联盟，以更高的标准服务装修业主，同时缓解产业日益严峻的获客压力。目前，录屋家装产业联盟已在北京地区开展经营活动，得到了产业各从业群体和装修业主的广泛认可。接下来，联盟在进一步优化服务流程的同时，会逐步将服务拓...,北京四谛科技有限公司,20-99人,民营,不限,20,周末兼职推广,500元/天 ,2020-12-08,北京
贸易/交通/运输/物流,中运全速（北京）速运有限公司是经北京邮政管理局审批通过，在工商行政管理机关依法登记；专门从事仓储、速递、物流配送的专业公司。　　公司成立至今一直秉承着‘全心、全力、全速’的服务理念，和‘与客户共同发展’的企业愿景，一切以客户为先，不断提升服务质量与服务品质，以期给客户最好的服务体验。　　公司的业务主要以高端配送为主，市场涵盖金融、政务、保险、通讯、互联网等多个领域。　　2015年公司筹...,中运全速（北京）速运有限公司,20人以下,民营,不限,2,,5000-8000元 ,2020-12-07,朝阳
教育/培训,专业从事体育培训的公司，业务包括花式跳绳、篮球、羽毛球、游泳、击剑等,北京乐体时代教育咨询有限公司,20-99人,民营,,,,,,
广告/会展,“盟友会展融媒”是由北京盟友广告有限公司洞察当今传媒产业发展最新时态探索出的一项影视传媒系统概念+品牌名称；盟友传媒一直深耕于会展产业的视听全媒体制播运营，聚焦中国品牌博览会视听内容策划/摄制/传播全案宣传推广服务；经过多年的探索和实践，当前已经发展形成了会展体系内成熟的融媒体制播系统，打造出集“会展电视媒体运营、央视电视栏目运营、商务视听广告策制、视频直播、VR网展...,北京盟友广告有限公司,20-99人,http://www.myhztv.com/,不限,3,,5000-8000元 ,2020-12-09,朝阳
媒体/影视/文化,"北京人民智库文化传媒有限公司成立于2016-07-28,注册资本为500万元人民币。秉承“以人为本、和而不同”的企业发展理念，倾力打造一个融合,友爱，进取的发展环境，夯实公司跨越式发展的基础。在这个充满机遇挑战的新的历史时期，公司将以市场为导向，以人才为根本，以技术为支撑，以资本为纽带，打造一个实力雄厚、核心竞争力强大的文化型企业。人民智库目前除现有的期刊发行、会议、咨询服务业务以外，也...",北京人民智库文化传媒有限公司,100-499人,民营,,,,,,
教育/培训,以研究自闭症（孤独症）儿童心理发展，集康复训练、成长学习引导为重点的专业化服务机构。专门针对自闭儿童的特殊生活习性及环境需求，有针对性的解决方案改造成适合自闭症儿童的科技化成长体系。中心开展国内外各类主流和非主流的自闭症（孤独症）康复训练，包括对语言、注意力、认知理解、情绪行为、生活自理、社交能力、粗大和精细动作的训练等。,东区儿童成长（北京）科技有限公司,20-99人,民营,中专/技校,5,招生老师,8000-12000元 ,2020-12-10,朝阳
媒体/影视/文化,公司简介北京天和琪美是由美国协和集团投资的中国北京全资子公司，总部位于美国芝加哥，并在德国法兰克福设有分公司，是一家集弦乐销售、代理及有自主进出口经营权的专业乐器及文化产业公司。我公司多年来致力于为国内专业的音乐团体、大剧院、专业音乐院校的弦乐器采购项目提供乐器咨询、供应服务。我公司以专业演奏家、专业制琴师及世界知名弦乐器品牌经销商三位一体组合为基础，为乐团提供细致的前期咨询、根据乐团的采购需...,北京天和琪美文化发展有限公司,20人以下,民营,不限,2,,面议 ,2020-12-10,通州
礼品/玩具/工艺美术/收藏品,万帝珠宝是集生产设计、零售服务于一身的综合性经营企业，全国连锁品牌名店，在山东、河北等区域设有几十家分店，经营珠宝金饰等业务已超过十几年历史。公司本着诚信经营、心比金纯的经营理念，致力于服务社会，引领饰尚潮流；万帝崇尚杰出、强调耀目，矢志以永不懈怠的姿态、永不枯竭的激情，借助自身敏锐的时尚嗅觉、一流的技艺团队与制作设备，将国际风尚与东方审美浑然相融，赋予珠宝完美非凡而又丰富多样的形态。...,历城区万明珠宝店,100-499人,民营,不限,4,丁豪广场高薪诚聘珠宝导购,5000-8000元 ,2020-12-08,高新
计算机/网络/通信,公司诚意聘请老人，待遇从优，不招新人，不招学徒，主要负责北京就近上门维修,北京秀樾巷广告有限公司,20人以下,民营,不限,20,北京修电脑上门师傅,12000-20000元 ,2020-12-10,海淀
金融/银行/投资/基金/证券,北京晟程世纪投资管理有限公司成立于2012年7月，是一家专注为广大中小微企业和个人用户提供综合金融信息咨询服务的助贷机构，也是首都金融服务商会常务理事单位。公司核心成员及专业顾问团队均来自银行、上市公司、国企央企、投资机构、证券、信托等金融机构以及知名律所、会计师事务所等。经过数年的精心耕耘，运用专业的金融管理团队，多层级的风控体系以及稳定的资金对接渠道，致力于为中小微企业主提供高效、安全的融...,北京晟程世纪投资管理有限公司,20-99人,民营,不限,10,,5000-8000元 ,2020-12-11,丰台
媒体/影视/文化,北京微道互动广告有限公司，是一家以移动互联网、互联网广告媒体资源整合营销、购买、技术开发为主的广告公司。,北京微道互动广告有限公司,20人以下,民营,不限,2,视频制作视频剪辑后期制作,面议 ,2020-12-10,唐山
建筑/装修,成立于2005年，专门从事国内外供热采暖、制冷系统、以及系统集成(设计、设备销售、安装调试、工程承包)、EMC合同管理业务、节能改造、运行管理的专业化综合工程服务公司。公司为国家供热节能协会的会员单位，具有较强的技术实力。专门致力于供热/制冷系统改造、设备销售、作为跨越供热、制冷两大领域的集成商，我们拥有多样化的高素质专业人才。随着公司的不断壮大，公司按业务种类分为两个部门：1、供热事...,陕西东风热谷科技有限公司,20人以下,民营,高中,1,销售代表,5000-8000元 ,2020-12-09,莲湖
计算机/网络/通信,中科数字通(北京)科技有限公司（简称“数字通”）是国家高新、中关村高新技术企业、双软企业。通过了国际能力成熟度模型集成CMMI五级认证、ISO9001质量管理体系认证、企业资信等级认证、企业信用等级认证。中国优秀软件企业，信息技术应用创新工作委员会会员单位、北京软件和信息服务业协会第九届理事会会员单位、中关村企业信用促进会会员单位，拥有软件著作权、商标、专利二十余项知识产权。是专业从事自动化、网络...,中科数字通（北京）科技有限公司,20-99人,http://www.sztbj.com,大专,3,JAVA工程师,12000-20000元 ,2020-10-27,丰台
农/林/牧/渔,工作内容1.负责公司产品（兽药）的销售及推广2.有销售行业工作经验3.开拓新市场，增加产品销售4.负责辖区市场信息的收集任职资格1.高中中专及以上学历，畜牧兽医兽药及市场营销等相关专业优先考虑2.具有半年以上市场销售经验3.反应敏捷，表达能力强，具有较强的沟通能力，具有亲和力4.具备一定的市场分析及判断能力，良好的客户服务意识5有责任心，能承受较大的工作压力,燕翔(北京）生物技术有限公司,20人以下,民营,大专,5,销售代表,面议 ,2020-10-27,丰台
教育/培训,本公司是一家教育培训机构，向全国中小学及高中推介校长教师培训教材，教育光盘，学校图书馆装备。上班时间每周一至周五的8:30分至下午5:30分《中午有两个小时休息》，有午餐。国家法定假日均休息。,北京国盛燕舞文化传播有限公司,20-99人,民营,不限,3,,3000-5000元 ,2020-10-28,门头沟
农/林/牧/渔,奥耐尔（Honneur）意指在生产活动和商业营销中始终如一笃守诚信，始于1992年，历经两年研发期并于1994年成立北京奥耐尔营养科技有限公司，秉承该词内涵精神，开中国专业从事幼小动物配方奶粉研发、生产和经营之先河。是中国大的动物配方奶粉知名生产商，历年销售额一直占据中国市场50%以上，奥氏犊牛配方奶粉也已风靡大江南北，成为国内大代乳粉民族品牌。,北京奥耐尔农牧科技有限公司,20-99人,民营,不限,3,,8000-12000元 ,2020-12-01,长安
物业管理/商业中心,职位：消防中控员要求：1、男性；2、有国家承认专业上岗证书；,北京安逸车科技服务有限公司,20-99人,民营,不限,2,房车租赁销售,3000-5000元 ,2020-11-16,丰台
酒店/餐饮,中融永信（北京）投资管理有限公司成立于2012年，注册资金两千万元整，总部位于北京市海淀区。是一家致力于食堂管理、食堂承包、食堂托管、团餐配送、物业管理，后勤综合服务的专业机构；截止2020年我公司拥有做店40余家，服务客户百余家，在京自建中央厨房7个，总面积达4000余平米。每日供餐量达60000余人，公司年营业综合收入超过4亿元。现有员工1000余名，其中高级管理人员30名，中级管理人...,中融永信（北京）投资管理有限公司,500-999人,民营,,,,,,
保健按摩,1、年龄在25~45岁之间，女性；2、身体健康，耐心、细心，责任心强，有较强的服务意识；,武安市武安镇肖菊台理疗店,20人以下,民营,不限,4,北京KTV招聘服务员女孩...,8000-12000元 ,2020-10-31,通州
超市/百货/零售,北京义利食品商业连锁有限公司于2011年03月17日在大兴分局登记成立，公司经营范围包括预包装食品销售、含冷藏冷冻食品。,北京义利食品商业连锁有限公司,100-499人,其他,高中,5,,3000-5000元 ,2020-10-29,东城
贸易/交通/运输/物流,本公司现业务拓展，涉猎餐饮业。现需要大量餐饮工作人员。经营项目：火锅。从事过餐饮服务人员优先考虑。,北京凯旋之旅汽车租赁有限公司,20人以下,民营,,,,,,
保健按摩,健康养生连锁于2005年成立于上风上水之地北京昌平，公司自成立以来，始终秉承“常知足、守正道”的企业精神，以“传承匠心匠艺、为全民健康助力”为己任，在团队建设方面打造王牌服务，在产品体系方面开发专属特色项目，公司以“常做通调补、养足精气神，做自己健康的第一责任人”做教育引领，致力于成为健康养生行业首选价值品牌。同时，我们在服务过程中高度关注客户需求，精选业内专业养生产品研发机构联合创新，引入砭道疗...,北京君和源商务服务有限公司,20-99人,民营,不限,20,吧台服务员包食宿,3000-5000元 ,2020-10-28,昌平
媒体/影视/文化,公司位于北京市海淀区五道口附近，经营范围包括组织文化艺术交流活动（不含营业性演出）；文艺创作；影视策划；教育咨询；文化咨询；体育咨询；会议服务；公共关系服务；承办展览展示活动；演出经纪；设计、制作、代理、发布公告；企业策划、设计；工艺美术设计；电脑动画设计；产品设计；包装装潢设计；技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发的产品；市场调查；企业管理咨询；经济贸易咨询；健康管理（...,北京名仕博雅文化发展有限公司,20人以下,http://www.boyaarts.cn,,,,,,
其它行业,技术开发、技术服务、技术转让；计算机系统服务；计算机系统集成；软件开发；基础软件服务；应用软件服务（不含医用软件）；产品设计；销售电子产品、器件和元件、仪器仪表、计算机、软件及辅助设备、汽车零配件、汽车、建筑材料、橡胶制品、机械设备、五金交电（不含电动自行车）、工艺品（不含文物）；太阳能发电；工程和技术研究与试验发展；数据处理(数据处理的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；货...,聚鑫恒通（北京）科技有限公司,20-99人,民营,不限,1,学生兼职,200元/天 ,2020-10-28,北京
超市/百货/零售,信息港（北京）科技有限公司成立于2012年，注册资本金1000万元。总部设在北京。天津、南京、成都、深圳、郑州等省及香港均设有分子公司，公司尊崇“踏实、拼搏、责任”的企业精神，并以“迎接挑战、勇于创新、敢于担当、永不退缩”的经营理念，以全新的管理模式，卓越的产品品质，坚持用户至上的服务理念，创造良好的企业环境。信息港承接手机及其他智能终端的国代业务及线上TP供货平台和护盘商业务，同时通过自营及联盟...,信息港（北京）科技有限公司,20-99人,民营,不限,2,,5000-8000元 ,2020-10-29,丰台
咨询/管理产业/法律/财会,~迅鉴空间~系2020年6月24日左右成立，地址位于朝阳区垡头翠城馨园甲401号楼1层101内C0202543，与多家机构战略合作，主要经营企业管理咨询；企业管理；酒店管理；餐饮管理；物业管理；公共关系服务；经济贸易咨询；承办展览展示活动；企业策划；市场调查；技术进出口、代理进出口、货物进出口；机动...等,讯鉴空间（北京）管理咨询有限公司,20人以下,民营,中专/技校,1,总经理助理月薪面议包吃住,面议 ,2020-10-29,海淀
教育/培训,青橙艺术教育是一所拥有整套学习生涯教学方案的综合类艺术培训机构。培训项目涵盖少儿才艺、成人爱好、艺考生备考、中考艺术培训、赛前培训、企业活动演出策划、课程研发输出等。青橙艺术教育位于大兴区政治中心和商业中心，地理位置优越交通便利，是学员工作、学习之余培养艺术修为的绝佳之选。机构旗下教师均为教育行业内佼佼者。我们帮助每个学员规划艺术发展方向和学习方案，把最科学的方法传授给学员，使得教学不...,北京青橙之星教育咨询有限公司,20-99人,合资,,,,,,
贸易/交通/运输/物流,北京万世昌商贸有限公司成立与1999年，多年来得益于广大客户的巨大支持和帮助，更得益于公司高素质的员工队伍，公司得以健康、协调地稳步发展。我公司多年对接企事业单位，在行业内有一定知名度。现因业务需要招聘业务员，招贤纳士。,北京万世昌商贸有限公司,20人以下,民营,不限,1,,面议 ,2020-10-29,大兴
媒体/影视/文化,北京龙诚新新娱乐有限公司北京龙诚新新娱乐有限公司北京龙诚新新娱乐有限公司,北京龙诚新新娱乐有限公司,20-99人,民营,不限,30,,12000-20000元 ,2020-10-29,朝阳
计算机/网络/通信,全球化是一种服务世界的能力，中国企业应当坚定的走向全球。臻翕天使跨境电商服务平台立足中国，放眼全球，整合不同国家的优质商品，拒绝劣质低廉商品，实现商品国际互通，提供境内外全方位服务，将成为全中国人民从中国走向全球的高速快车。增强消费者之间以及和商家的粘性，能够实现商品共享，互利互惠，多元化的营销模式，帮助全球中小企业及拥有优质产品的代理商搭建全领域的服务平台。,北京聚汇付信息技术有限公司,20-99人,股份制企业,,,,,,
快速消费品(食品/饮料/烟酒/化妆品),本公司从事于快消品批发零售，我们诚信优质的服务得到各行客户一致好评,北京盛达兴龙商贸有限公司,20-99人,民营,,,,,,
耐用消费品(服装服饰/纺织/皮革/家具/家电),以汽车销售为主的公司。位于北京市昌平区东三旗亚北博晟汽车会展中心。,逸嘉（北京）国际咨询有限公司,20-99人,民营,大专,10,无责任阶梯底薪,8000-12000元 ,2020-10-29,桐乡
医药/生物工程,任职要求:1.药学、医学或市场销售及相关专业大专以上；2.有临床业务开发及学术推广经验；3.如非医药专业，须有3年以上相关工作经验；4.在当地有络资源、具备开发能力优先。,北京华康惠卿国际医药科学研究院,100-499人,民营,,,,,,
超市/百货/零售,公司以人为本，协同发展，共求进步为原则，希望志同道合的伙伴一起创业。人和为基，共创一条发展新路。年假是春节双休，辛苦一年的你和家人过一个从容的春节。,北京兵祥商贸有限公司,20人以下,民营,不限,1,高薪直招店员,2000-3000元 ,2020-10-30,房山
超市/百货/零售,姜皇后煎饼是北京的特色美食，属于各地与众不同的美食经典，失误做法与其他没事不同，改变了传统的馅饼制作方法，加入了新鲜时尚美味元素。经过三百度高温烤制而成，能够保证里层松软，外层酥脆，带给人们口感上的享受。,北京羿陆乐通国际物流有限公司,20人以下,民营,不限,4,招聘煎饼工,面议 ,2020-10-30,朝阳
酒店/餐饮,招聘保险内勤人员若干名,桃城区璐渲火锅店,20-99人,民营,,,,,,
快速消费品(食品/饮料/烟酒/化妆品),酒之诚（北京）国际贸易有限公司于2019年12月16日成立，总部位于北京市经济技术开发区。是一家专业的进口葡萄酒品牌运营公司。公司以葡萄酒为载体，推广葡萄酒文化，倡导一种生活态度。旗下的每一款、每一个年份的葡萄酒都由国际专业品酒师团队精心甄选，全球挑选适合国人日常饮用和品鉴的高品质葡萄酒。目前公司与众多著名酒庄建立了广泛深厚的合作关系，已经取得法国，西班牙，意大利，澳洲和阿根廷等优质法定产区多家顶...,酒之诚（北京）国际贸易有限公司,20-99人,民营,,,,,,
其它行业,薪资待遇1.融资顾问：底薪（无责任底薪5000）+提成+年终奖金+季度奖，人均月薪2w+且包括新人，前10名人均5万以上，前3名10万以上2.团队主管：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均6万以上。3.团队区长：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均10万以上。4.工作时间8:30-18:00，周末单休，按照国家法定节假日作息，...,北京融金时代信息科技有限公司,100-499人,http://rongdaizhongxin.com,,,,,,
跨领域经营,公司为多元化跨领域经营公司；主营业务为食品生产经营和网上商城业务。力争在2至3年成为国际化的上市公司。公司广纳贤达人才，共同创出最佳业绩，欢迎加盟公司。,香厨神(哈尔滨)食品有限公司,100-499人,民营,大专,8,销售釆购经理全国,12000-20000元 ,2020-11-15,罗湖
酒店/餐饮,销售食品；餐饮管理；批发食用农产品；零售日用品，家用电器，电子产品；企业管理；市场调查；企业管理咨询；企业策划，设计。（企业依法自主选择经营项目，开展经营活动；销售食品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,北京美丹餐饮管理有限公司,100-499人,民营,不限,15,急招服务员 随时入职,5000-8000元 ,2020-11-01,朝阳
,,,,,,,,,,
其它行业,公司以“辛苦我一人，温暖千万家”为服务宗旨；以安全、可靠的供热质量，专业、环保的企业形象，稳定、优质的供热服务。,北京孙村永兴建材销售部,20人以下,民营,大专,2,供暖公司招收收费员,面议 ,2020-11-27,大兴
教育/培训,北京育才助学公益基金会是经北京市民政局批准成立的慈善组织，是中国下一代教育基金会（主管单位：教育部）实施徐特立教育基金公益活动的项目执行单位。为促进艺术教育发展基金会自2015年起开展了“国际青少年美术节”活动。活动联合白俄罗斯国家美术馆、中国艺术科技研究所，通过美术考级、国际展览、研学旅行等活动提升学生的核心素养。为了让“国际青少年美术节”活动更好服务于美育教育工作，基金会成立了美育国培（北...,北京元圈影视文化有限公司,20人以下,民营,,,,,,
美容美发,马上春节了、想找个人、平均一天20个客人左右、年轻人多点、剪发15、开了半年了、,廊坊开发区孔雀城昌海理发店,20人以下,民营,,,,,,
计算机/网络/通信,锐捷网络，中国网络解决方案第一品牌。自2000年1月成立至今，锐捷网络始终秉承“敏锐把握应用趋势，快捷满足客户需求”的核心经营理念，在自主研发、自主生产的创新之路上稳健前行。,德博（北京）网络科技有限公司,1000-9999人,http://rujie.com.cn,,,,,,
金融/银行/投资/基金/证券,北京北文文化发展有限公司（简称北京北文）是国内最专业的文化金融行业服务机构，北京文化产权交易中心全国指定服务运营商。北京北文总部位于北京珠市口西大街，拥有办公及营业面积近3000平方米，先后在北京南站、福州和宁波设立三家分支机构，经纪会员单位近百家，服务客户遍布全国。公司拥有文化金融顶层设计专家和专业运营市场化团队，实战经验丰富，在符合国家经济政策、顺应市场经济规律和国民经济发展整体需求基...,北京东康盛唐科技有限公司,20-99人,民营,高中,10,餐饮界展览宣传,100元/天 ,2020-11-13,平谷
建筑/装修,公司成立于2012年，主要销售建筑材料以及装修材料，销售品类如系统铝包木门窗、断桥铝门窗,北京天驰嘉意科技有限公司,20人以下,民营,不限,4,销售顾问,3000-5000元 ,2020-11-13,路北区
计算机/网络/通信,“红”——象征喜庆、激情活力，代表顺达成功；象征进步觉悟，事业兴旺。 “鼎”——权力象征、传国重器，代表吉祥亨通；犹如网格事业，国之重器。 “盛”——繁华景象、空前盛世，代表殷盛富强。好比民族复兴，伟大空前。  红鼎盛（北京）国际科技有限公司于2020年9月25日成立，主要经营技术开发、技术咨询、技术服务、技术交流、技术推广、技术转让；计算机系统服务、软件开发及；经济贸易咨询、企业...,红鼎盛（北京）国际科技有限公司,100-499人,其他,高中,10,,600元/周 ,2020-11-09,昌平
